Type,H-subunit,D-subunit,K-subunit,"Genome ID","Genome name",Domain,Phylum,Order
Nif-B,AEB08241.1,AEB08244.1,AEB08245.1,GCA_000195295.1_ASM19529v1,"Desulfobacca acetoxidans DSM 11109",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,AEF94001.1,AEF94004.1,AEF94005.1,GCA_000214435.1_ASM21443v1,"Desulfotomaculum nigrificans CO-1-SRB",BACTERIAL,Firmicutes,Clostridia
Nif-B,AEG61657.1,AEG61654.1,AEG61653.1,GCA_000215085.1_ASM21508v1,"Desulfotomaculum ruminis DSM 2154",BACTERIAL,Firmicutes,Clostridia
Nif-B,AEV67918.1,AEV67921.1,AEV67922.1,GCA_000237085.1_ASM23708v1,"[Clostridium] clariflavum DSM 19732",BACTERIAL,Firmicutes,Clostridia
Nif-B,AEY66770.1,AEY66767.1,AEY66766.1,GCA_000244875.1_ASM24487v1,"Clostridium sp. BNL1100",BACTERIAL,Firmicutes,Clostridia
Nif-B,AFA47588.1,AFA47585.1,AFA47584.1,GCA_000247605.1_ASM24760v1,"Acetobacterium woodii DSM 1030",BACTERIAL,Firmicutes,Clostridia
Nif-B,AFK87244.1,AFK87243.1,AFK87242.1,GCA_000307585.1_ASM30758v1,"Thermoanaerobacterium saccharolyticum JW/SL-YS485",BACTERIAL,Firmicutes,Clostridia
Nif-B,AFM28066.1,AFM28069.1,AFM28070.1,GCA_000266945.1_ASM26694v1,"Desulfomonile tiedjei DSM 6799",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,AFY79132.1,AFY79129.1,AFY79128.1,GCA_000317025.1_ASM31702v1,"Pleurocapsa sp. PCC 7327",BACTERIAL,Cyanobacteria,None
Nif-B,AGB19467.1,AGB19466.1,AGB19465.1,GCA_000328545.1_ASM32854v1,"Thermoanaerobacterium thermosaccharolyticum M0795",BACTERIAL,Firmicutes,Clostridia
Nif-B,AGF56836.1,AGF56839.1,AGF56840.1,GCA_000340885.1_ASM34088v1,"Clostridium saccharoperbutylacetonicum N1-4(HMT)",BACTERIAL,Firmicutes,Clostridia
Nif-B,AGF76918.1,AGF76921.1,AGF76922.1,GCA_000341395.1_ASM34139v1,"Desulfocapsa sulfexigens DSM 10523",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,AGK98254.1,AGK98253.1,AGK98252.1,GCA_000389635.1_ASM38963v1,"Clostridium pasteurianum BC1",BACTERIAL,Firmicutes,Clostridia
Nif-B,AGL01840.1,AGL01837.1,AGL01836.1,GCA_000233715.3_ASM23371v3,"Desulfotomaculum gibsoniae DSM 7213",BACTERIAL,Firmicutes,Clostridia
Nif-B,AGY76776.1,AGY76779.1,AGY76780.1,GCA_000484505.1_ASM48450v1,"Clostridium autoethanogenum DSM 10061",BACTERIAL,Firmicutes,Clostridia
Nif-B,AHF89131.1,AHF89132.1,AHF89133.1,GCA_000242935.3_ASM24293v3,"Opitutaceae bacterium TAV5",BACTERIAL,Verrucomicrobia,Opitutae
Nif-B,AIF49593.1,AIF49596.1,AIF49597.1,GCA_000725345.1_ASM72534v1,"Pelosinus sp. UFO1",BACTERIAL,Firmicutes,Negativicutes
Nif-B,AII59718.1,AII59715.1,AII59714.1,GCA_000830905.1_ASM83090v1,"Dehalococcoides mccartyi CG4",BACTERIAL,Chloroflexi,Dehalococcoidia
Nif-B,AIU04440.1,AIU04442.1,AIU04443.1,GCA_000767745.1_ASM76774v1,"Clostridium beijerinckii ATCC 35702",BACTERIAL,Firmicutes,Clostridia
Nif-B,AJA47514.1,AJA47515.1,AJA47516.1,GCA_000807175.1_ASM80717v1,"Clostridium pasteurianum DSM 525 = ATCC 6013",BACTERIAL,Firmicutes,Clostridia
Nif-B,AJA51502.1,AJA51503.1,AJA51504.1,GCA_000807255.1_ASM80725v1,"Clostridium pasteurianum DSM 525 = ATCC 6013",BACTERIAL,Firmicutes,Clostridia
Nif-B,AJG98756.1,AJG98759.1,AJG98760.1,GCA_000833105.2_ASM83310v2,"Clostridium beijerinckii",BACTERIAL,Firmicutes,Clostridia
Nif-B,AJQ29797.1,AJQ29794.1,AJQ29793.1,GCA_000271665.2_ASM27166v2,"Pelosinus fermentans JBW45",BACTERIAL,Firmicutes,Negativicutes
Nif-B,AKG53288.1,AKG53285.1,AKG53284.1,GCA_001005265.1_ASM100526v1,"Dehalogenimonas sp. WBC-2",BACTERIAL,Chloroflexi,Dehalococcoidia
Nif-B,AKL94862.1,AKL94865.1,AKL94866.1,GCA_001042715.1_ASM104271v1,"Clostridium aceticum",BACTERIAL,Firmicutes,Clostridia
Nif-B,ALB46785.1,ALB46782.1,ALB46781.1,GCA_000506785.2_ASM50678v2,"Clostridium pasteurianum NRRL B-598",BACTERIAL,Firmicutes,Clostridia
Nif-B,ALR90452.1,ALR90455.1,ALR90457.1,GCA_001456065.2_ASM145606v2,"Clostridium butyricum",BACTERIAL,Firmicutes,Clostridia
Nif-B,ALU36930.1,ALU36933.1,ALU36934.1,GCA_001484725.1_ASM148472v1,"Clostridium autoethanogenum DSM 10061",BACTERIAL,Firmicutes,Clostridia
Nif-B,AMK10973.1,AMK10976.1,AMK10977.1,GCA_001563225.1_ASM156322v1,"Desulfovibrio sp. J2",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,BAG83808.1,BAG83811.1,BAG83812.1,GCA_000010645.1_ASM1064v1,"Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2",BACTERIAL,Bacteroidetes,Bacteroidia
Nif-B,BAH07777.1,BAH07774.1,BAH07773.1,GCA_000010265.1_ASM1026v1,"Clostridium kluyveri NBRC 12016",BACTERIAL,Firmicutes,Clostridia
Nif-B,BAH75547.1,BAH75544.1,BAH75543.1,GCA_000010665.1_ASM1066v1,"Desulfovibrio magneticus RS-1",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,CDM70242.1,CDM70239.1,CDM70238.1,GCA_000577895.1_M2_40,"Clostridium bornimense",BACTERIAL,Firmicutes,Clostridia
Nif-B,EDK35089.1,EDK35086.1,EDK35085.1,GCA_000016505.1_ASM1650v1,"Clostridium kluyveri DSM 555",BACTERIAL,Firmicutes,Clostridia
Nif-B,EGB14507.1,EGB14504.1,EGB14503.1,GCA_000189295.2_ASM18929v2,"Desulfovibrio desulfuricans ND132",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,EGJ49116.1,EGJ49119.1,EGJ49120.1,GCA_000212675.2_ASM21267v2,"Desulfovibrio africanus str. Walvis Bay",BACTERIAL,Proteobacteria,Deltaproteobacteria
Nif-B,AAM07246.1,AAM07249.1,AAM07250.1,GCA_000007345.1_ASM734v1,"Methanosarcina acetivorans C2A",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AAM30415.1,AAM30418.1,AAM30419.1,GCA_000007065.1_ASM706v1,"Methanosarcina mazei Go1",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AAZ69156.1,AAZ69153.1,AAZ69152.1,GCA_000195895.1_ASM19589v1,"Methanosarcina barkeri str. Fusaro",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,ABS55660.1,ABS55663.1,ABS55664.1,GCA_000017625.1_ASM1762v1,"Methanoregula boonei 6A8",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,ACL15934.1,ACL15931.1,ACL15930.1,GCA_000021965.1_ASM2196v1,"Methanosphaerula palustris E1-9c",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,ADN35041.1,ADN35038.1,ADN35037.1,GCA_000147875.1_ASM14787v1,"Methanolacinia petrolearia DSM 11571",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AEB67436.1,AEB67439.1,AEB67440.1,GCA_000204415.1_ASM20441v1,"Methanosaeta concilii GP6",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AFC98913.1,AFC98916.1,AFC98917.1,GCA_000251105.1_ASM25110v1,"Methanocella conradii HZ254",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AFV23549.1,AFV23552.1,AFV23553.1,GCA_000306725.1_ASM30672v1,"Methanolobus psychrophilus R15",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AGF96148.1,AGF96151.1,AGF96152.1,GCA_000341715.1_ASM34171v1,"Methanosarcina mazei Tuc01",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB17680.1,AKB17677.1,AKB17676.1,GCA_000969965.1_ASM96996v1,"Methanosarcina sp. WWM596",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB21036.1,AKB21033.1,AKB21032.1,GCA_000970005.1_ASM97000v1,"Methanosarcina sp. WH1",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB29963.1,AKB29966.1,AKB29967.1,GCA_000970085.1_ASM97008v1,"Methanosarcina siciliae T4/M",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB33860.1,AKB33863.1,AKB33864.1,GCA_000970125.1_ASM97012v1,"Methanosarcina siciliae HI350",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB38222.1,AKB38225.1,AKB38226.1,GCA_000970145.1_ASM97014v1,"Methanosarcina siciliae C2J",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB39591.1,AKB39588.1,AKB39587.1,GCA_000970165.1_ASM97016v1,"Methanosarcina mazei WWM610",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB43227.1,AKB43224.1,AKB43223.1,GCA_000969905.1_ASM96990v1,"Methanosarcina vacuolata Z-761",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB46704.1,AKB46701.1,AKB46700.1,GCA_000969945.1_ASM96994v1,"Methanosarcina sp. Kolksee",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB50079.1,AKB50082.1,AKB50083.1,GCA_000969985.1_ASM96998v1,"Methanosarcina barkeri str. Wiesmoor",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB55784.1,AKB55787.1,AKB55788.1,GCA_000970025.1_ASM97002v1,"Methanosarcina barkeri MS",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB59259.1,AKB59262.1,AKB59263.1,GCA_000970065.1_ASM97006v1,"Methanosarcina barkeri 227",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB60562.1,AKB60559.1,AKB60558.1,GCA_000970185.1_ASM97018v1,"Methanosarcina mazei SarPi",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB63794.1,AKB63791.1,AKB63790.1,GCA_000970205.1_ASM97020v1,"Methanosarcina mazei S-6",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB67129.1,AKB67126.1,AKB67125.1,GCA_000970225.1_ASM97022v1,"Methanosarcina mazei LYC",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB70489.1,AKB70486.1,AKB70485.1,GCA_000970245.1_ASM97024v1,"Methanosarcina mazei C16",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB77188.1,AKB77185.1,AKB77184.1,GCA_000970285.1_ASM97028v1,"Methanosarcina horonobensis HB-1 = JCM 15518",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKB83256.1,AKB83253.1,AKB83252.1,GCA_000970305.1_ASM97030v1,"Methanosarcina barkeri 3",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,AKJ39920.1,AKJ39923.1,AKJ39924.1,GCA_001027005.1_ASM102700v1,"Methanosarcina barkeri CM1",ARCHAEAL,Euryarchaeota,Methanomicrobia
Nif-B,CAJ36850.1,CAJ36853.1,CAJ36854.1,GCA_000063445.1_ASM6344v1,"Methanocella arvoryzae MRE50",ARCHAEAL,Euryarchaeota,Methanomicrobia
Unknown,ABU60076.1,ABU60074.1,ABU60073.1,GCA_000017805.1_ASM1780v1,"Roseiflexus castenholzii DSM 13941",BACTERIAL,Chloroflexi,Chloroflexia
Unknown,ABQ89608.1,ABQ89606.1,ABQ89605.1,GCA_000016665.1_ASM1666v1,"Roseiflexus sp. RS-1",BACTERIAL,Chloroflexi,Chloroflexia
Nif-C,ABP68043.1,ABP68040.1,ABP68039.1,GCA_000016545.1_ASM1654v1,"Caldicellulosiruptor saccharolyticus DSM 8903",BACTERIAL,Firmicutes,Clostridia
Nif-C,ACA58711.1,ACA58714.1,ACA58715.1,GCA_000018425.1_ASM1842v1,"Candidatus Desulforudis audaxviator MP104C",BACTERIAL,Firmicutes,Clostridia
Nif-C,ADI02873.1,ADI02870.1,ADI02869.1,GCA_000092405.1_ASM9240v1,"Syntrophothermus lipocalidus DSM 12680",BACTERIAL,Firmicutes,Clostridia
Nif-C,ADQ41285.1,ADQ41282.1,ADQ41281.1,GCA_000166695.1_ASM16669v1,"Caldicellulosiruptor kristjanssonii I77R1B",BACTERIAL,Firmicutes,Clostridia
Nif-C,ADQ46964.1,ADQ46961.1,ADQ46960.1,GCA_000166775.1_ASM16677v1,"Caldicellulosiruptor kronotskyensis 2002",BACTERIAL,Firmicutes,Clostridia
Nif-C,AEG16830.1,AEG16827.1,AEG16826.1,GCA_000214705.1_ASM21470v1,"Desulfotomaculum kuznetsovii DSM 6115",BACTERIAL,Firmicutes,Clostridia
Nif-C,AEH44920.1,AEH44924.1,AEH44925.1,GCA_000217795.1_ASM21779v1,"Thermodesulfatator indicus DSM 15286",BACTERIAL,Thermodesulfobacteria,Thermodesulfobacteria
Nif-C,AEM73826.1,AEM73823.1,AEM73822.1,GCA_000193435.3_ASM19343v3,"Caldicellulosiruptor lactoaceticus 6A",BACTERIAL,Firmicutes,Clostridia
Nif-C,AFV11095.1,AFV11098.1,AFV11099.1,GCA_000305935.1_ASM30593v1,"Thermacetogenium phaeum DSM 12270",BACTERIAL,Firmicutes,Clostridia
Nif-C,ABR57010.1,ABR57007.1,ABR57006.1,GCA_000017185.1_ASM1718v1,"Methanococcus aeolicus Nankai-3",ARCHAEAL,Euryarchaeota,Methanococci
Nif-C,ACX72939.1,ACX72942.1,ACX72943.1,GCA_000024625.1_ASM2462v1,"Methanocaldococcus vulcanius M7",ARCHAEAL,Euryarchaeota,Methanococci
Nif-C,ADC68732.1,ADC68735.1,ADC68736.1,GCA_000025525.1_ASM2552v1,"Methanocaldococcus sp. FS406-22",ARCHAEAL,Euryarchaeota,Methanococci
Nif-C,ADG12713.1,ADG12710.1,ADG12709.1,GCA_000092305.1_ASM9230v1,"Methanocaldococcus infernus ME",ARCHAEAL,Euryarchaeota,Methanococci
Nif-C,AEF97268.1,AEF97271.1,AEF97272.1,GCA_000214415.1_ASM21441v1,"Methanotorris igneus Kol 5",ARCHAEAL,Euryarchaeota,Methanococci
Nif-C,AEH07089.1,AEH07086.1,AEH07085.1,GCA_000179575.2_ASM17957v2,"Methanothermococcus okinawensis IH1",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,AAB86034.1,AAB86037.1,AAB86038.1,GCA_000008645.1_ASM864v1,"Methanothermobacter thermautotrophicus str. Delta H",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,ABO34969.1,ABO34972.1,ABO34975.1,GCA_000016125.1_ASM1612v1,"Methanococcus maripaludis C5",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,ABR53979.1,ABR53976.1,ABR53973.1,GCA_000017165.1_ASM1716v1,"Methanococcus vannielii SB",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,ABR65168.1,ABR65171.1,ABR65174.1,GCA_000017225.1_ASM1722v1,"Methanococcus maripaludis C7",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,ABX02614.1,ABX02611.1,ABX02608.1,GCA_000018485.1_ASM1848v1,"Methanococcus maripaludis C6",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,ADL57755.1,ADL57758.1,ADL57759.1,GCA_000145295.1_ASM14529v1,"Methanothermobacter marburgensis str. Marburg",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,AEG19023.1,AEG19020.1,AEG19019.1,GCA_000214725.1_ASM21472v1,"Methanobacterium paludis",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,AEK19861.1,AEK19864.1,AEK19867.1,GCA_000220645.1_ASM22064v1,"Methanococcus maripaludis X1",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,AIS31027.1,AIS31024.1,AIS31021.1,GCA_000762265.1_ASM76226v1,"Methanobacterium formicicum",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,CAF30409.1,CAF30412.1,CAF30415.1,GCA_000011585.1_ASM1158v1,"Methanococcus maripaludis S2",ARCHAEAL,Euryarchaeota,Methanococci
Nif-D,CDG64249.1,CDG64246.1,CDG64245.1,GCA_000499765.1_Methanobacterium,"Methanobacterium sp. MB1",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,CEA13847.1,CEA13844.1,CEA13841.1,GCA_000953115.1_DSM1535,"Methanobacterium formicicum",ARCHAEAL,Euryarchaeota,Methanobacteria
Nif-D,CEL23819.1,CEL23816.1,CEL23813.1,GCA_001458655.1_Mb9,"Methanobacterium formicicum",ARCHAEAL,Euryarchaeota,Methanobacteria
Vnf,ADU27821.1,ADU27824.1,ADU27826.1,GCA_000178115.2_ASM17811v2,"Ethanoligenens harbinense YUAN-3",BACTERIAL,Firmicutes,Clostridia
Vnf,AGK98264.1,AGK98263.1,AGK98261.1,GCA_000389635.1_ASM38963v1,"Clostridium pasteurianum BC1",BACTERIAL,Firmicutes,Clostridia
Vnf,AIQ12503.1,AIQ12504.1,AIQ12506.1,GCA_000756615.1_ASM75661v1,"Paenibacillus durus",BACTERIAL,Firmicutes,Bacilli
Vnf,AJA47504.1,AJA47505.1,AJA47507.1,GCA_000807175.1_ASM80717v1,"Clostridium pasteurianum DSM 525 = ATCC 6013",BACTERIAL,Firmicutes,Clostridia
Vnf,AJA51492.1,AJA51493.1,AJA51495.1,GCA_000807255.1_ASM80725v1,"Clostridium pasteurianum DSM 525 = ATCC 6013",BACTERIAL,Firmicutes,Clostridia
Vnf,AJE19764.1,AJE19761.1,AJE19759.1,GCA_000817975.1_ASM81797v1,"Azotobacter chroococcum NCIMB 8003",BACTERIAL,Proteobacteria,Gammaproteobacteria
Vnf,AKG34369.1,AKG34370.1,AKG34372.1,GCA_000993825.1_ASM99382v1,"Paenibacillus durus ATCC 35681",BACTERIAL,Firmicutes,Bacilli
Vnf,BAH06672.1,BAH06671.1,BAH06669.1,GCA_000010265.1_ASM1026v1,"Clostridium kluyveri NBRC 12016",BACTERIAL,Firmicutes,Clostridia
Vnf,EDK33790.1,EDK33789.1,EDK33787.1,GCA_000016505.1_ASM1650v1,"Clostridium kluyveri DSM 555",BACTERIAL,Firmicutes,Clostridia
Vnf,AAM04632.1,AAM04635.1,AAM04637.1,GCA_000007345.1_ASM734v1,"Methanosarcina acetivorans C2A",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AAZ71206.1,AAZ71203.1,AAZ71201.1,GCA_000195895.1_ASM19589v1,"Methanosarcina barkeri str. Fusaro",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB29647.1,AKB29650.1,AKB29652.1,GCA_000970085.1_ASM97008v1,"Methanosarcina siciliae T4/M",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB33574.1,AKB33577.1,AKB33579.1,GCA_000970125.1_ASM97012v1,"Methanosarcina siciliae HI350",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB44501.1,AKB44498.1,AKB44496.1,GCA_000969905.1_ASM96990v1,"Methanosarcina vacuolata Z-761",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB48008.1,AKB48005.1,AKB48003.1,GCA_000969945.1_ASM96994v1,"Methanosarcina sp. Kolksee",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB51718.1,AKB51721.1,AKB51723.1,GCA_000969985.1_ASM96998v1,"Methanosarcina barkeri str. Wiesmoor",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB54342.1,AKB54345.1,AKB54347.1,GCA_000970025.1_ASM97002v1,"Methanosarcina barkeri MS",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB57581.1,AKB57578.1,AKB57576.1,GCA_000970065.1_ASM97006v1,"Methanosarcina barkeri 227",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKB81586.1,AKB81589.1,AKB81591.1,GCA_000970305.1_ASM97030v1,"Methanosarcina barkeri 3",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AKJ38132.1,AKJ38129.1,AKJ38127.1,GCA_001027005.1_ASM102700v1,"Methanosarcina barkeri CM1",ARCHAEAL,Euryarchaeota,Methanomicrobia
Vnf,AGK14070.1,AGK14066.1,AGK14071.1,GCA_000380335.1_ASM38033v1,"Azotobacter vinelandii CA",BACTERIAL,Proteobacteria,Gammaproteobacteria
Vnf,ACO76527.1,ACO76522.1,ACO76520.1,GCA_000021045.1_ASM2104v1,"Azotobacter vinelandii DJ",BACTERIAL,Proteobacteria,Gammaproteobacteria
Vnf,CAE26819.1,CAE26821.1,CAE26823.1,GCA_000195775.1_ASM19577v1,"Rhodopseudomonas palustris CGA009",BACTERIAL,Proteobacteria,Alphaproteobacteria
