Catalogue,Accession,Length,"Num. of genomes",Completeness,Contamination,Type,Taxonomy,"Last Updated"
"UHGG v2.0.1",MGYG000002286,3361914,145,99.36,0,Isolate,"Blautia stercoris",2021-12-07
"UHGG v2.0.1",MGYG000002287,2881212,200,99.33,0.67,Isolate,"Agathobaculum sp003481705",2021-12-07
"UHGG v2.0.1",MGYG000002288,5512240,1,97.77,1.01,Isolate,"Bacillus_A luti",2021-12-07
"UHGG v2.0.1",MGYG000002289,2644240,158,99.33,0,Isolate,"Coprococcus sp000433075",2021-12-07
"UHGG v2.0.1",MGYG000002290,3837069,2,98.25,1.75,Isolate,"Sellimonas sp002161525",2021-12-07
"UHGG v2.0.1",MGYG000002291,4475595,5,99.25,0.45,Isolate,"OM05-12 sp003438995",2021-12-07
"UHGG v2.0.1",MGYG000002292,3137432,473,98.66,0,Isolate,"TF01-11 sp003529475",2021-12-07
"UHGG v2.0.1",MGYG000002293,3611909,2479,98.99,1.01,Isolate,"Prevotella sp900557255",2021-12-07
"UHGG v2.0.1",MGYG000002294,2254616,18,100,0.81,Isolate,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000002295,2957494,580,97.99,0,Isolate,"Ruminococcus_C callidus",2021-12-07
"UHGG v2.0.1",MGYG000002296,1965791,6,99.83,0,Isolate,"Streptococcus koreensis",2021-12-07
"UHGG v2.0.1",MGYG000002297,3127107,104,96.31,0,Isolate,"TF01-11 sp001916135",2021-12-07
"UHGG v2.0.1",MGYG000002298,4216146,85,99.37,0,Isolate,"Blautia_A sp000436615",2021-12-07
"UHGG v2.0.1",MGYG000002299,2039592,2,99.45,0,Isolate,"Vagococcus sp003462485",2021-12-07
"UHGG v2.0.1",MGYG000002300,3878569,8,99.07,0.12,Isolate,"Bacteroides cutis",2021-12-07
"UHGG v2.0.1",MGYG000002301,2673052,12,99.73,0.1,Isolate,"Staphylococcus warneri",2021-12-07
"UHGG v2.0.1",MGYG000002302,1897565,24,99.56,0.23,Isolate,"Streptococcus vestibularis",2021-12-07
"UHGG v2.0.1",MGYG000002303,2565731,105,98.66,0.34,Isolate,"Ruminococcus_E sp003438075",2021-12-07
"UHGG v2.0.1",MGYG000002304,3566085,6,99.37,0,Isolate,"UBA7182 sp003481535",2021-12-07
"UHGG v2.0.1",MGYG000002305,4219592,2,99.36,0,Isolate,"Leminorella grimontii",2021-12-07
"UHGG v2.0.1",MGYG000002306,4669710,7,97.4,0.64,Isolate,"Mycobacterium avium",2021-12-07
"UHGG v2.0.1",MGYG000002307,1753385,1,99.88,0,Isolate,"Campylobacter hyointestinalis",2021-12-07
"UHGG v2.0.1",MGYG000002308,1594554,2,99.88,0,Isolate,"Campylobacter lanienae",2021-12-07
"UHGG v2.0.1",MGYG000002309,2976740,2,98.68,0.39,Isolate,"Kurthia senegalensis",2021-12-07
"UHGG v2.0.1",MGYG000002310,8892798,2,99.22,2.27,Isolate,"Microvirga massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002311,4089020,396,100,0.03,Isolate,"Vibrio cholerae",2021-12-07
"UHGG v2.0.1",MGYG000002312,4168980,11,99.37,2.8,Isolate,"Blautia_A sp000285855",2021-12-07
"UHGG v2.0.1",MGYG000002313,1675234,1,98.32,0.9,Isolate,"Lactobacillus mulieris",2021-12-07
"UHGG v2.0.1",MGYG000002314,4952787,1,99.46,2.26,Isolate,"Brevibacillus_C massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002315,1997974,2,96.24,0,Isolate,"Anaerococcus vaginalis_B",2021-12-07
"UHGG v2.0.1",MGYG000002316,2015695,30,98.59,0.61,Isolate,"Anaerococcus obesiensis",2021-12-07
"UHGG v2.0.1",MGYG000002317,2029837,23,99.18,0,Isolate,"Peptoniphilus_A grossensis",2021-12-07
"UHGG v2.0.1",MGYG000002318,1751953,2,95.73,0.3,Isolate,"Kallipyga massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002319,2369669,127,99.18,0,Isolate,"Limosilactobacillus mucosae",2021-12-07
"UHGG v2.0.1",MGYG000002320,3009500,99,99.62,0,Isolate,"Enterococcus_B lactis",2021-12-07
"UHGG v2.0.1",MGYG000002321,2968500,3082,98.63,0,Isolate,"Ruminococcus_D bicirculans",2021-12-07
"UHGG v2.0.1",MGYG000002322,4486744,18,100,0.04,Isolate,"Escherichia marmotae",2021-12-07
"UHGG v2.0.1",MGYG000002323,4514939,15,99.89,0.04,Isolate,"Escherichia sp000208585",2021-12-07
"UHGG v2.0.1",MGYG000002324,1978364,129,99.48,0,Isolate,"Ligilactobacillus salivarius",2021-12-07
"UHGG v2.0.1",MGYG000002325,3017944,7,99.45,0,Isolate,"Listeria monocytogenes_B",2021-12-07
"UHGG v2.0.1",MGYG000002326,4217920,1,97.35,3.09,Isolate,"Alkalihalobacillus alcalophilus",2021-12-07
"UHGG v2.0.1",MGYG000002327,3585455,448,98.66,0,Isolate,"Dysosmobacter welbionis",2021-12-07
"UHGG v2.0.1",MGYG000002328,6168028,23,97.83,0,Isolate,"Enterocloster asparagiformis",2021-12-07
"UHGG v2.0.1",MGYG000002329,3357599,2,100,2.83,Isolate,"Dielma sp001305055",2021-12-07
"UHGG v2.0.1",MGYG000002330,7416064,97,97.8,2.01,Isolate,"Eisenbergiella tayi",2021-12-07
"UHGG v2.0.1",MGYG000002331,5262465,185,100,0,Isolate,"Vibrio parahaemolyticus",2021-12-07
"UHGG v2.0.1",MGYG000002332,1500025,1,97.8,0.46,Isolate,"Campylobacter_D coli_A",2021-12-07
"UHGG v2.0.1",MGYG000002333,1554713,1,97.36,0.11,Isolate,"Campylobacter_D coli_B",2021-12-07
"UHGG v2.0.1",MGYG000002334,2291643,5,100,0,Isolate,"Bifidobacterium thermophilum",2021-12-07
"UHGG v2.0.1",MGYG000002335,4527941,23,100,0,Isolate,"Yersinia enterocolitica",2021-12-07
"UHGG v2.0.1",MGYG000002336,2615280,587,99.3,0.02,Isolate,"Megasphaera sp000417505",2021-12-07
"UHGG v2.0.1",MGYG000002337,2749621,70,99.51,0.08,Isolate,"Staphylococcus aureus",2021-12-07
"UHGG v2.0.1",MGYG000002338,2548117,7,98.86,0.1,Isolate,"Staphylococcus haemolyticus",2021-12-07
"UHGG v2.0.1",MGYG000002339,2435520,1,98.95,0.52,Isolate,"Lacticaseibacillus saniviri",2021-12-07
"UHGG v2.0.1",MGYG000002340,3376471,26,98.66,0,Isolate,"Intestinimonas butyriciproducens",2021-12-07
"UHGG v2.0.1",MGYG000002341,3456217,5,99.91,0.18,Isolate,"Acinetobacter ursingii",2021-12-07
"UHGG v2.0.1",MGYG000002342,3410950,1,100,0.62,Isolate,"Acinetobacter variabilis",2021-12-07
"UHGG v2.0.1",MGYG000002343,4074146,2,99.86,0.28,Isolate,"Acinetobacter courvalinii",2021-12-07
"UHGG v2.0.1",MGYG000002344,3953404,132,100,0.14,Isolate,"Acinetobacter baumannii",2021-12-07
"UHGG v2.0.1",MGYG000002345,4020363,8,100,0.38,Isolate,"Acinetobacter nosocomialis",2021-12-07
"UHGG v2.0.1",MGYG000002346,3962855,16,99.77,0,Isolate,"Acinetobacter pittii",2021-12-07
"UHGG v2.0.1",MGYG000002347,1888139,16,99.65,0,Isolate,"Streptococcus anginosus_C",2021-12-07
"UHGG v2.0.1",MGYG000002348,1829425,27,91.34,0,Isolate,"Lactobacillus crispatus",2021-12-07
"UHGG v2.0.1",MGYG000002349,2041264,55,100,0,Isolate,"Streptococcus agalactiae",2021-12-07
"UHGG v2.0.1",MGYG000002350,5255807,62,99.88,0.19,Isolate,"Serratia marcescens_I",2021-12-07
"UHGG v2.0.1",MGYG000002351,6684898,137,100,0.74,Isolate,"Klebsiella_A michiganensis",2021-12-07
"UHGG v2.0.1",MGYG000002352,3294868,10,100,0.27,Isolate,"Gordonibacter urolithinfaciens",2021-12-07
"UHGG v2.0.1",MGYG000002353,3157885,466,99.63,0,Isolate,"Enterococcus_B faecium",2021-12-07
"UHGG v2.0.1",MGYG000002354,3303166,1,100,0.18,Isolate,"Moellerella wisconsensis",2021-12-07
"UHGG v2.0.1",MGYG000002355,3808262,16,99.31,0,Isolate,"Clostridium_F botulinum",2021-12-07
"UHGG v2.0.1",MGYG000002356,5414628,1,99.01,0.19,Isolate,"Bacillus_A wiedmannii",2021-12-07
"UHGG v2.0.1",MGYG000002357,4208157,2,98.96,0,Isolate,"Bacillus licheniformis",2021-12-07
"UHGG v2.0.1",MGYG000002358,2504912,1,99.84,1.48,Isolate,"Pelistega indica",2021-12-07
"UHGG v2.0.1",MGYG000002359,4387829,2,99.94,0,Isolate,"Mycobacterium tuberculosis",2021-12-07
"UHGG v2.0.1",MGYG000002360,1926186,2,96.68,0.48,Isolate,"Lactobacillus hominis",2021-12-07
"UHGG v2.0.1",MGYG000002361,1566713,1,98.75,0.31,Isolate,"Lentilactobacillus senioris",2021-12-07
"UHGG v2.0.1",MGYG000002362,2094695,9,100,0,Isolate,"Fusobacterium_C necrophorum",2021-12-07
"UHGG v2.0.1",MGYG000002363,5677722,28,99.99,1.5,Isolate,"Raoultella ornithinolytica",2021-12-07
"UHGG v2.0.1",MGYG000002364,2233660,5,100,0,Isolate,"Aliarcobacter butzleri",2021-12-07
"UHGG v2.0.1",MGYG000002365,2036949,9,100,0.44,Isolate,"Bifidobacterium globosum",2021-12-07
"UHGG v2.0.1",MGYG000002366,4955431,473,100,0.04,Isolate,"Salmonella enterica",2021-12-07
"UHGG v2.0.1",MGYG000002367,1751049,5,99.38,0,Isolate,"Pediococcus pentosaceus",2021-12-07
"UHGG v2.0.1",MGYG000002368,3946363,1,99.51,0.1,Isolate,"Vibrio metoecus",2021-12-07
"UHGG v2.0.1",MGYG000002369,4190038,377,99.51,0.37,Isolate,"Clostridioides difficile",2021-12-07
"UHGG v2.0.1",MGYG000002370,4277521,4,99.3,0,Isolate,"Clostridioides difficile_A",2021-12-07
"UHGG v2.0.1",MGYG000002371,2304821,565,99.52,0,Isolate,"Tidjanibacter inops_A",2021-12-07
"UHGG v2.0.1",MGYG000002372,3343822,192,100,0,Isolate,"Clostridium_P perfringens",2021-12-07
"UHGG v2.0.1",MGYG000002373,3298966,2,97.15,0.16,Isolate,"Clostridium septicum",2021-12-07
"UHGG v2.0.1",MGYG000002374,1770849,2,99.69,0,Isolate,"Campylobacter testudinum",2021-12-07
"UHGG v2.0.1",MGYG000002375,2890495,2,98.62,0.14,Isolate,"Clostridium_G tetani",2021-12-07
"UHGG v2.0.1",MGYG000002376,3267429,2,97.56,2.44,Isolate,"Lachnoclostridium_B sp000765215",2021-12-07
"UHGG v2.0.1",MGYG000002377,3460249,5,99.19,1.61,Isolate,"Clostridium_X cadaveris",2021-12-07
"UHGG v2.0.1",MGYG000002378,3103583,132,97.96,0,Isolate,"Akkermansia sp001580195",2021-12-07
"UHGG v2.0.1",MGYG000002379,2009479,16,98.94,0,Isolate,"Lactobacillus acidophilus",2021-12-07
"UHGG v2.0.1",MGYG000002380,2621559,7,99.06,0,Isolate,"Levilactobacillus brevis",2021-12-07
"UHGG v2.0.1",MGYG000002381,4114425,3,99.66,0.6,Isolate,"Stenotrophomonas bentonitica_A",2021-12-07
"UHGG v2.0.1",MGYG000002382,4489830,5,99.86,0,Isolate,"Stenotrophomonas maltophilia_AK",2021-12-07
"UHGG v2.0.1",MGYG000002383,3001027,1,99.46,0.36,Isolate,"Lacticaseibacillus zeae",2021-12-07
"UHGG v2.0.1",MGYG000002384,2058319,5,99.03,0,Isolate,"Lactobacillus helveticus",2021-12-07
"UHGG v2.0.1",MGYG000002385,3976274,1,100,0,Isolate,"Leminorella richardii",2021-12-07
"UHGG v2.0.1",MGYG000002386,3412302,71,99.38,2.78,Isolate,"Lactiplantibacillus plantarum",2021-12-07
"UHGG v2.0.1",MGYG000002387,2129154,89,99.22,0,Isolate,"Lactobacillus paragasseri",2021-12-07
"UHGG v2.0.1",MGYG000002388,3076437,108,99.46,0,Isolate,"Lacticaseibacillus paracasei",2021-12-07
"UHGG v2.0.1",MGYG000002389,1957804,4,99.46,0,Isolate,"Latilactobacillus sakei",2021-12-07
"UHGG v2.0.1",MGYG000002390,2133539,6,98.17,1.83,Isolate,"Ligilactobacillus agilis",2021-12-07
"UHGG v2.0.1",MGYG000002391,3564572,2,98,0.56,Isolate,"Oceanobacillus caeni",2021-12-07
"UHGG v2.0.1",MGYG000002392,2941624,2,99.45,0,Isolate,"Listeria monocytogenes",2021-12-07
"UHGG v2.0.1",MGYG000002393,3318223,26,98.54,1.46,Isolate,"Merdimonas faecis",2021-12-07
"UHGG v2.0.1",MGYG000002394,3788330,259,99.26,0.65,Isolate,"Prevotella rara",2021-12-07
"UHGG v2.0.1",MGYG000002395,2173720,2476,100,0,Isolate,"Bifidobacterium adolescentis",2021-12-07
"UHGG v2.0.1",MGYG000002396,2311342,1112,99.54,0,Isolate,"Bifidobacterium bifidum",2021-12-07
"UHGG v2.0.1",MGYG000002397,2046632,68,99.77,0.09,Isolate,"Bifidobacterium angulatum",2021-12-07
"UHGG v2.0.1",MGYG000002398,3424272,1,99.57,1.07,Isolate,"Laribacter hongkongensis",2021-12-07
"UHGG v2.0.1",MGYG000002399,2175331,47,98.67,0.85,Isolate,"Staphylococcus hominis",2021-12-07
"UHGG v2.0.1",MGYG000002400,2523999,19,99.61,0,Isolate,"Staphylococcus lugdunensis",2021-12-07
"UHGG v2.0.1",MGYG000002401,2630908,16,98.79,0,Isolate,"Propionibacterium freudenreichii",2021-12-07
"UHGG v2.0.1",MGYG000002402,2759335,1,100,2.07,Isolate,"Clostridium_H massiliodielmoense",2021-12-07
"UHGG v2.0.1",MGYG000002403,7202103,2,99.37,0.95,Isolate,"Robinsoniella peoriensis",2021-12-07
"UHGG v2.0.1",MGYG000002404,4212889,1,98.82,0.64,Isolate,"Bacillus_BE massilionigeriensis",2021-12-07
"UHGG v2.0.1",MGYG000002405,2176737,10,100,1.61,Isolate,"Olsenella_E timonensis",2021-12-07
"UHGG v2.0.1",MGYG000002406,3028764,1,99.89,0,Isolate,"Corynebacterium pacaense",2021-12-07
"UHGG v2.0.1",MGYG000002407,6325359,1,98.66,0.29,Isolate,"Cohnella sp900169535",2021-12-07
"UHGG v2.0.1",MGYG000002408,4862251,1,98.24,4.16,Isolate,"Bacillus_BD tuaregi",2021-12-07
"UHGG v2.0.1",MGYG000002409,3948172,1,100,0.2,Isolate,"Gordonibacter massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002410,3084227,4,99.33,0,Isolate,"Harryflintia acetispora",2021-12-07
"UHGG v2.0.1",MGYG000002411,3026585,1,99.19,0.81,Isolate,"Christensenella sp001678845",2021-12-07
"UHGG v2.0.1",MGYG000002412,3472293,310,97.58,0,Isolate,"Prevotellamassilia timonensis",2021-12-07
"UHGG v2.0.1",MGYG000002413,3377739,1,99.19,0,Isolate,"Arabia massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002414,6802552,1,99.85,1.13,Isolate,"Paenibacillus odorifer",2021-12-07
"UHGG v2.0.1",MGYG000002415,4051274,3,100,0,Isolate,"Proteus sp001722135",2021-12-07
"UHGG v2.0.1",MGYG000002416,3014016,3,98.99,0,Isolate,"Hydrogeniiclostridium mannosilyticum",2021-12-07
"UHGG v2.0.1",MGYG000002417,3329949,2,99.37,0.63,Isolate,"Lachnoclostridium_A edouardi",2021-12-07
"UHGG v2.0.1",MGYG000002418,3822361,1,99.62,0.58,Isolate,"Parabacteroides chinchillae",2021-12-07
"UHGG v2.0.1",MGYG000002419,1447956,5,97.38,0,Isolate,"Phoenicibacter congonensis",2021-12-07
"UHGG v2.0.1",MGYG000002420,2748860,1,97.99,0.69,Isolate,"Clostridium_E merdae",2021-12-07
"UHGG v2.0.1",MGYG000002421,2734249,1,99.3,1.4,Isolate,"CABMKH01 sp902386935",2021-12-07
"UHGG v2.0.1",MGYG000002422,1714563,513,99.57,0,Isolate,"Campylobacter_D jejuni",2021-12-07
"UHGG v2.0.1",MGYG000002423,4877109,9,99.99,0.23,Isolate,"Pantoea septica",2021-12-07
"UHGG v2.0.1",MGYG000002424,2757122,85,97.76,0.34,Isolate,"Monoglobus pectinilyticus",2021-12-07
"UHGG v2.0.1",MGYG000002425,1915934,1,99.26,0.49,Isolate,"Campylobacter_A concisus_K",2021-12-07
"UHGG v2.0.1",MGYG000002426,1836142,3,99.88,0,Isolate,"Campylobacter_A concisus_B",2021-12-07
"UHGG v2.0.1",MGYG000002427,1872282,1,99.88,0.94,Isolate,"Campylobacter_A concisus_E",2021-12-07
"UHGG v2.0.1",MGYG000002428,1937734,1,99.88,0.56,Isolate,"Campylobacter_A concisus_W",2021-12-07
"UHGG v2.0.1",MGYG000002429,1854434,1,99.88,0.12,Isolate,"Campylobacter_A concisus_I",2021-12-07
"UHGG v2.0.1",MGYG000002430,1891545,1,99.82,0.37,Isolate,"Campylobacter_A concisus_L",2021-12-07
"UHGG v2.0.1",MGYG000002431,1906669,1,99.88,0.12,Isolate,"Campylobacter_A concisus_I",2021-12-07
"UHGG v2.0.1",MGYG000002432,2010217,5,99.51,0.86,Isolate,"Campylobacter_A concisus_F",2021-12-07
"UHGG v2.0.1",MGYG000002433,1923750,1,99.88,0.49,Isolate,"Campylobacter_A concisus_P",2021-12-07
"UHGG v2.0.1",MGYG000002434,1924634,2,99.14,0.62,Isolate,"Campylobacter_A concisus_G",2021-12-07
"UHGG v2.0.1",MGYG000002435,1884438,3,99.51,0.37,Isolate,"Campylobacter_A concisus",2021-12-07
"UHGG v2.0.1",MGYG000002436,5862145,1,100,1.22,Isolate,"Pigmentiphaga sp002188635",2021-12-07
"UHGG v2.0.1",MGYG000002437,5878941,2,99.36,0,Isolate,"Blautia hominis",2021-12-07
"UHGG v2.0.1",MGYG000002438,5030699,4712,99.42,0,Isolate,"Parabacteroides distasonis",2021-12-07
"UHGG v2.0.1",MGYG000002439,6089737,1,99.37,0.95,Isolate,"CHH4-2 sp002899675",2021-12-07
"UHGG v2.0.1",MGYG000002440,2826736,4,100,0,Isolate,"Enteroscipio rubneri",2021-12-07
"UHGG v2.0.1",MGYG000002441,3364395,6,100,0.81,Isolate,"Rubneribacter badeniensis",2021-12-07
"UHGG v2.0.1",MGYG000002442,3864912,1,100,1.01,Isolate,"Gordonibacter sp003339845",2021-12-07
"UHGG v2.0.1",MGYG000002443,2255545,2,97.17,0.35,Isolate,"Helicobacter_B sp001854545",2021-12-07
"UHGG v2.0.1",MGYG000002444,2525977,207,99.06,0,Isolate,"Faecalibacillus faecis",2021-12-07
"UHGG v2.0.1",MGYG000002445,3277016,898,100,0,Isolate,"Clostridium_Q sp003024715",2021-12-07
"UHGG v2.0.1",MGYG000002446,1926341,186,100,0,Isolate,"Methanobrevibacter_A smithii_A",2021-12-07
"UHGG v2.0.1",MGYG000002447,2621983,371,98.12,0,Isolate,"Mesosutterella multiformis",2021-12-07
"UHGG v2.0.1",MGYG000002448,2494407,175,98.32,0.67,Isolate,"Evtepia gabavorous",2021-12-07
"UHGG v2.0.1",MGYG000002449,5100482,10,99.62,0.19,Isolate,"Parabacteroides acidifaciens",2021-12-07
"UHGG v2.0.1",MGYG000002450,2107986,70,100,0,Isolate,"Olsenella_E sp003609875",2021-12-07
"UHGG v2.0.1",MGYG000002451,2862822,5,100,0.81,Isolate,"Paraeggerthella hongkongensis_A",2021-12-07
"UHGG v2.0.1",MGYG000002452,2902150,11,97.96,0,Isolate,"Akkermansia muciniphila_C",2021-12-07
"UHGG v2.0.1",MGYG000002453,3096868,566,97.96,0,Isolate,"Akkermansia muciniphila_B",2021-12-07
"UHGG v2.0.1",MGYG000002454,2762447,2497,97.96,0,Isolate,"Akkermansia muciniphila",2021-12-07
"UHGG v2.0.1",MGYG000002455,6974062,463,99.07,0,Isolate,"Bacteroides cellulosilyticus",2021-12-07
"UHGG v2.0.1",MGYG000002456,1666795,37,98.39,0.81,Isolate,"Methanomethylophilus alvus",2021-12-07
"UHGG v2.0.1",MGYG000002457,4094628,1,99.34,4.47,Isolate,"Kurthia sp002418445",2021-12-07
"UHGG v2.0.1",MGYG000002458,4525402,1,99.84,0.27,Isolate,"Yersinia aleksiciae",2021-12-07
"UHGG v2.0.1",MGYG000002459,1958651,91,100,0,Isolate,"Bifidobacterium animalis",2021-12-07
"UHGG v2.0.1",MGYG000002460,4628081,14,99.69,0.16,Isolate,"Cronobacter sakazakii",2021-12-07
"UHGG v2.0.1",MGYG000002461,4771112,2,99.95,0.16,Isolate,"Yersinia kristensenii",2021-12-07
"UHGG v2.0.1",MGYG000002462,4324686,1,99.95,0.22,Isolate,"Yersinia kristensenii_B",2021-12-07
"UHGG v2.0.1",MGYG000002463,6750396,72,99.68,0.11,Isolate,"Pseudomonas aeruginosa",2021-12-07
"UHGG v2.0.1",MGYG000002464,3659621,1,99.33,0,Isolate,"Acetivibrio_A ethanolgignens",2021-12-07
"UHGG v2.0.1",MGYG000002465,4872451,2,99.76,0.08,Isolate,"Yersinia massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000002466,4803605,3,99.95,0.33,Isolate,"Yersinia frederiksenii",2021-12-07
"UHGG v2.0.1",MGYG000002467,4928795,5,99.95,0,Isolate,"Yersinia frederiksenii_C",2021-12-07
"UHGG v2.0.1",MGYG000002468,3531321,1,99.63,0.87,Isolate,"Enterococcus caccae",2021-12-07
"UHGG v2.0.1",MGYG000002469,2422684,503,100,0,Isolate,"Bifidobacterium breve",2021-12-07
"UHGG v2.0.1",MGYG000002470,5774847,156,99.25,0,Isolate,"Bacteroides intestinalis",2021-12-07
"UHGG v2.0.1",MGYG000002471,4663229,3,99.84,0.27,Isolate,"Yersinia mollaretii",2021-12-07
"UHGG v2.0.1",MGYG000002472,2568073,1,99.38,0,Isolate,"Lentilactobacillus kefiri",2021-12-07
"UHGG v2.0.1",MGYG000002473,4576885,37,75.3,1.69,Isolate,"Victivallis vadensis",2021-12-07
"UHGG v2.0.1",MGYG000002474,3995023,1,75.64,0.46,Isolate,"Rahnella variigena",2021-12-07
"UHGG v2.0.1",MGYG000002475,4812037,1,98.73,1.5,Isolate,"Lactonifactor longoviformis",2021-12-07
"UHGG v2.0.1",MGYG000002476,4935125,2,99.87,0.33,Isolate,"Yersinia pestis",2021-12-07
"UHGG v2.0.1",MGYG000002477,5083867,7,99.76,0.09,Isolate,"Citrobacter_A amalonaticus",2021-12-07
"UHGG v2.0.1",MGYG000002478,5444912,5767,99.25,0,Isolate,"Phocaeicola dorei",2021-12-07
"UHGG v2.0.1",MGYG000002479,1714951,23,99.88,1.48,Isolate,"Campylobacter_B hominis",2021-12-07
"UHGG v2.0.1",MGYG000002480,2680191,275,100,0.2,Isolate,"Adlercreutzia celatus_A",2021-12-07
"UHGG v2.0.1",MGYG000002481,4867831,2,100,0,Isolate,"Stenotrophomonas maltophilia_F",2021-12-07
"UHGG v2.0.1",MGYG000002482,2151595,346,99.33,1.01,Isolate,"Ruminococcus_E bromii",2021-12-07
"UHGG v2.0.1",MGYG000002483,3781880,34,100,0,Isolate,"Clostridium_Q saccharolyticum_A",2021-12-07
"UHGG v2.0.1",MGYG000002484,4470595,2,99.82,0.47,Isolate,"Cronobacter malonaticus",2021-12-07
"UHGG v2.0.1",MGYG000002485,2635424,287,98.88,1.12,Isolate,"Fusobacterium_A mortiferum",2021-12-07
"UHGG v2.0.1",MGYG000002486,3346458,70,100,1.12,Isolate,"Fusobacterium_A varium",2021-12-07
"UHGG v2.0.1",MGYG000002487,3399341,8,100,0,Isolate,"Gordonibacter pamelaeae",2021-12-07
"UHGG v2.0.1",MGYG000002488,3747729,1,94.61,0.54,Isolate,"Proteus penneri",2021-12-07
"UHGG v2.0.1",MGYG000002489,2153911,47,99.82,0.21,Isolate,"Neisseria gonorrhoeae",2021-12-07
"UHGG v2.0.1",MGYG000002490,6537383,1,99.39,0.5,Isolate,"Paenibacillus_B thiaminolyticus",2021-12-07
"UHGG v2.0.1",MGYG000002491,5264779,1,99.59,2.15,Isolate,"Kluyvera ascorbata_B",2021-12-07
"UHGG v2.0.1",MGYG000002492,3449685,7511,99.28,0,Isolate,"Agathobacter rectalis",2021-12-07
"UHGG v2.0.1",MGYG000002493,3324684,2,99.63,0.12,Isolate,"Enterococcus_B pernyi",2021-12-07
"UHGG v2.0.1",MGYG000002494,4844850,33,99.88,0.64,Isolate,"Citrobacter_B koseri",2021-12-07
"UHGG v2.0.1",MGYG000002495,5258449,3,99.31,0.49,Isolate,"Citrobacter europaeus",2021-12-07
"UHGG v2.0.1",MGYG000002496,4572147,1,100,0.68,Isolate,"Salmonella bongori",2021-12-07
"UHGG v2.0.1",MGYG000002497,5138968,81,99.94,0.33,Isolate,"Klebsiella aerogenes",2021-12-07
"UHGG v2.0.1",MGYG000002498,4685711,9,98.78,0.33,Isolate,"Enterobacter sichuanensis",2021-12-07
"UHGG v2.0.1",MGYG000002499,4871477,65,99.07,0.04,Isolate,"Enterobacter roggenkampii",2021-12-07
"UHGG v2.0.1",MGYG000002500,5087499,16,100,0.11,Isolate,"Enterobacter cloacae",2021-12-07
"UHGG v2.0.1",MGYG000002501,4737021,1,98.68,0.78,Isolate,"Enterobacter cloacae_K",2021-12-07
"UHGG v2.0.1",MGYG000002502,5337674,3,99.07,1.17,Isolate,"Enterobacter chengduensis",2021-12-07
"UHGG v2.0.1",MGYG000002503,4697885,11,99.97,0.04,Isolate,"Enterobacter ludwigii",2021-12-07
"UHGG v2.0.1",MGYG000002504,5004730,253,99.45,0.18,Isolate,"Enterobacter hormaechei_A",2021-12-07
"UHGG v2.0.1",MGYG000002505,2465390,3,99.33,0.12,Isolate,"Oxalobacter formigenes_B",2021-12-07
"UHGG v2.0.1",MGYG000002506,5339468,8314,99.97,0.04,Isolate,"Escherichia coli_D",2021-12-07
"UHGG v2.0.1",MGYG000002507,4965177,11,98.6,0.33,Isolate,"Escherichia albertii",2021-12-07
"UHGG v2.0.1",MGYG000002508,4498956,12,99.92,0.28,Isolate,"Hafnia alvei",2021-12-07
"UHGG v2.0.1",MGYG000002509,2501785,233,100,0,Isolate,"Slackia_A isoflavoniconvertens",2021-12-07
"UHGG v2.0.1",MGYG000002510,5247162,63,99.99,0.14,Isolate,"Klebsiella quasipneumoniae",2021-12-07
"UHGG v2.0.1",MGYG000002511,5624300,117,100,0.04,Isolate,"Klebsiella variicola",2021-12-07
"UHGG v2.0.1",MGYG000002512,3906921,38,100,0,Isolate,"Morganella morganii",2021-12-07
"UHGG v2.0.1",MGYG000002513,3981937,1,100,0,Isolate,"Morganella morganii_A",2021-12-07
"UHGG v2.0.1",MGYG000002514,4101538,75,100,0,Isolate,"Proteus mirabilis",2021-12-07
"UHGG v2.0.1",MGYG000002515,4643861,1,99.9,0.04,Isolate,"Escherichia fergusonii",2021-12-07
"UHGG v2.0.1",MGYG000002516,3639158,1,91.35,0,Isolate,"Proteus vulgaris",2021-12-07
"UHGG v2.0.1",MGYG000002517,3592125,711,99.44,0.24,Isolate,"Roseburia hominis",2021-12-07
"UHGG v2.0.1",MGYG000002518,5076569,1,99.81,0,Isolate,"Serratia surfactantfaciens",2021-12-07
"UHGG v2.0.1",MGYG000002519,4770654,38,99.97,0.38,Isolate,"Enterobacter asburiae_B",2021-12-07
"UHGG v2.0.1",MGYG000002520,5408082,12,99.93,1.78,Isolate,"Pluralibacter gergoviae",2021-12-07
"UHGG v2.0.1",MGYG000002521,6166452,7,99.34,1.7,Isolate,"Phytobacter ursingii",2021-12-07
"UHGG v2.0.1",MGYG000002522,2810441,1,99.37,0,Isolate,"Lachnoanaerobaculum umeaense",2021-12-07
"UHGG v2.0.1",MGYG000002523,2940111,4,98.39,0.81,Isolate,"Christensenella minuta",2021-12-07
